Name,Course title,Question,Answer,Get Real,Fill Buckets,Be Intentional,Foster Grit,Drive Growth,Alignment,Accountability,Communication,Leadership,Execution,FUSION Relationship Summary,COR Relationship Summary
scott-gusso,999 - Revitalize - Tools - Digital Media Self-Assessment,Apps Reflection 5,-,0.50,1.00,0.00,0.25,0.00,0.25,0.50,0.50,0.25,0.50,Primary: Fill Buckets; Secondary: Get Real; Tertiary: Foster Grit,"Secondary: Accountability, Communication, Execution; Tertiary: Alignment, Leadership"
scott-gusso,999 - Revitalize - Tools - Digital Media Self-Assessment,"What is the daily average time (hours/day) you spend on your smartphone? Please don't estimate, review the current data on your smartphone, for example, if you have an iPhone go to: settings>screentime>daily average",-,0.25,1.00,0.50,0.25,0.00,0.25,0.50,0.50,0.50,0.50,"Primary: Fill Buckets; Secondary: Be Intentional; Tertiary: Get Real, Foster Grit","Secondary: Accountability, Communication, Leadership, Execution; Tertiary: Alignment"
scott-gusso,999 - Revitalize - Tools - Digital Media Self-Assessment,"What is the average daily # of pickups/day with your smartphone? Please don't estimate, review the current data on your smartphone, for example, if you have an iPhone go to: settings>screentime>see all app & website activity (scroll down)",-,0.25,1.00,0.50,0.25,0.00,0.25,0.50,0.50,0.50,0.50,"Primary: Fill Buckets; Secondary: Be Intentional; Tertiary: Get Real, Foster Grit","Secondary: Accountability, Communication, Leadership, Execution; Tertiary: Alignment"
scott-gusso,999 - Revitalize - Tools - Digital Media Self-Assessment,"What is the most common app used after pickup with your smartphone? Please don't estimate, review the current data on your smartphone, for example, if you have an iPhone go to: settings>screentime>see all app & website activity (scroll down)",-,0.25,1.00,0.50,0.25,0.00,0.50,0.50,0.50,0.50,0.50,"Primary: Fill Buckets; Secondary: Be Intentional; Tertiary: Get Real, Foster Grit","Secondary: Alignment, Accountability, Communication, Leadership, Execution"
scott-gusso,999 - Revitalize - Tools - Digital Media Self-Assessment,"What are 2 applications or digital engagements which you'd like to reduce, limit, and/or eliminate from your daily life?",-,0.25,1.00,0.00,0.25,0.00,0.25,0.50,0.50,0.00,0.50,"Primary: Fill Buckets; Tertiary: Get Real, Foster Grit","Secondary: Accountability, Communication, Execution; Tertiary: Alignment"
scott-gusso,999 - Revitalize - Tools - Digital Media Self-Assessment,"What are 2 applications or digital engagements which you're proud of and bring value to your life (efficiency, productivity, leisure, social connection, etc.)?",-,0.50,1.00,1.00,0.25,0.25,1.00,0.50,0.50,0.50,1.00,"Primary: Fill Buckets, Be Intentional; Secondary: Get Real; Tertiary: Foster Grit, Drive Growth","Primary: Alignment, Execution; Secondary: Accountability, Communication, Leadership"
scott-gusso,999 - Revitalize - Tools - LMS Page 16,What Fills My Bucket?,-,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.50,Tertiary: Get Real,"Secondary: Execution; Tertiary: Communication, Leadership"
scott-gusso,999 - Revitalize - Tools - LMS Page 16,What Empties My Bucket?,-,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.50,Tertiary: Get Real,"Secondary: Execution; Tertiary: Communication, Leadership"
scott-gusso,999 - Revitalize - Tools - LMS Page 16,What Empties My Bucket? - 2 (under green),-,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.50,Tertiary: Get Real,"Secondary: Execution; Tertiary: Communication, Leadership"
scott-gusso,999 - Revitalize - Tools - LMS Page 16,What Empties My Bucket? - 3 (under red),-,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.50,Tertiary: Get Real,"Secondary: Execution; Tertiary: Communication, Leadership"
scott-gusso,999 - Revitalize - Tools - LMS Page 16,3 SMART GOALS or strategies to achieve a fuller bucket:,-,0.00,0.00,0.50,0.00,0.00,0.00,0.25,0.00,0.25,0.50,Secondary: Be Intentional,"Secondary: Execution; Tertiary: Accountability, Leadership"
scott-gusso,999 - Revitalize - Tools - Q20 Employee Input Survey - New Questionnaire,"Q1: How clear are you about what brings meaning, joy, and purpose to your life?",-,0.25,0.00,1.00,0.00,0.25,1.00,0.25,0.00,0.50,0.50,"Primary: Be Intentional; Tertiary: Get Real, Drive Growth","Primary: Alignment; Secondary: Leadership, Execution; Tertiary: Accountability"
scott-gusso,999 - Revitalize - Tools - Q20 Employee Input Survey - New Questionnaire,Q2:  How closely do your current work activities align with what brings you meaning and purpose?,-,0.25,0.00,1.00,0.00,0.25,1.00,0.25,0.00,0.50,0.50,"Primary: Be Intentional; Tertiary: Get Real, Drive Growth","Primary: Alignment; Secondary: Leadership, Execution; Tertiary: Accountability"
scott-gusso,999 - Revitalize - Tools - Q20 Employee Input Survey - New Questionnaire,"Q3: How much control or flexibility do you feel over how, when, and where you complete your work?",-,0.00,0.25,0.00,1.00,0.25,0.50,0.50,0.00,0.00,0.50,"Primary: Foster Grit; Tertiary: Fill Buckets, Drive Growth","Secondary: Alignment, Accountability, Execution"
scott-gusso,999 - Revitalize - Tools - Q20 Employee Input Survey - New Questionnaire,Q4:  How well are you maintaining harmony between your work responsibilities and personal life?,-,0.25,0.00,0.00,0.00,0.00,0.00,1.00,0.25,0.25,0.50,Tertiary: Get Real,"Primary: Accountability; Secondary: Execution; Tertiary: Communication, Leadership"
scott-gusso,999 - Revitalize - Tools - Q20 Employee Input Survey - New Questionnaire,"Q5:  How confident are you in managing your total screen time, digital distractions, and social media use?",-,0.25,1.00,0.50,0.25,0.00,0.50,0.50,0.50,0.25,1.00,"Primary: Fill Buckets; Secondary: Be Intentional; Tertiary: Get Real, Foster Grit","Primary: Execution; Secondary: Alignment, Accountability, Communication; Tertiary: Leadership"
scott-gusso,999 - Revitalize - Tools - Q20 Employee Input Survey - New Questionnaire,Q6:  How consistently are you able to stay mentally present and focused during important tasks or conversations?,-,0.00,0.00,0.50,0.00,0.00,0.00,0.25,1.00,0.25,0.50,Secondary: Be Intentional,"Primary: Communication; Secondary: Execution; Tertiary: Accountability, Leadership"
scott-gusso,999 - Revitalize - Tools - Q20 Employee Input Survey - New Questionnaire,Q7:  How strong are your social connections with the people you work with or collaborate with?,-,0.25,1.00,0.00,0.25,0.00,0.50,0.50,0.50,0.00,0.50,"Primary: Fill Buckets; Tertiary: Get Real, Foster Grit","Secondary: Alignment, Accountability, Communication, Execution"
scott-gusso,999 - Revitalize - Tools - Q20 Employee Input Survey - New Questionnaire,Q8: How strong is your personal sense of belonging within the professional communities you participate in?,-,0.25,0.00,0.00,0.00,0.00,0.50,0.00,0.25,0.25,0.50,Tertiary: Get Real,"Secondary: Alignment, Execution; Tertiary: Communication, Leadership"
scott-gusso,999 - Revitalize - Tools - Q20 Employee Input Survey - New Questionnaire,"Q9:  How effectively do you demonstrate respect, appreciation, and recognition toward the people you interact with professionally?",-,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.25,0.50,Tertiary: Get Real,"Secondary: Communication, Execution; Tertiary: Leadership"
scott-gusso,999 - Revitalize - Tools - Q20 Employee Input Survey - New Questionnaire,"Q10:  To what extent do you contribute positively to teamwork, collaboration, or shared goals in your work environment?",-,0.00,0.00,0.50,0.00,0.00,1.00,0.25,0.00,0.50,0.50,Secondary: Be Intentional,"Primary: Alignment; Secondary: Leadership, Execution; Tertiary: Accountability"
scott-gusso,999 - Revitalize - Tools - Q20 Employee Input Survey - New Questionnaire,Q11:  How confident are you in your ability to persevere through challenges and remain committed during tough times?,-,0.00,0.00,0.50,0.50,0.00,0.25,0.25,0.00,0.25,0.50,"Secondary: Be Intentional, Foster Grit","Secondary: Execution; Tertiary: Alignment, Accountability, Leadership"
scott-gusso,999 - Revitalize - Tools - Q20 Employee Input Survey - New Questionnaire,Q12:  How engaged and motivated do you feel in your day-to-day work?,-,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.50,Tertiary: Get Real,"Secondary: Execution; Tertiary: Communication, Leadership"
scott-gusso,999 - Revitalize - Tools - Q20 Employee Input Survey - New Questionnaire,"Q13: How effectively are you growing, developing, and learning new skills to support your personal and professional goals?",-,0.00,0.50,0.50,0.00,0.50,0.25,0.25,0.25,0.25,0.50,"Secondary: Fill Buckets, Be Intentional, Drive Growth","Secondary: Execution; Tertiary: Alignment, Accountability, Communication, Leadership"
scott-gusso,999 - Revitalize - Tools - Q20 Employee Input Survey - New Questionnaire,Q14:  What is your current level of mental load or stress across all areas of your life?,-,0.25,1.00,0.00,0.25,0.00,0.25,0.50,0.50,0.00,0.50,"Primary: Fill Buckets; Tertiary: Get Real, Foster Grit","Secondary: Accountability, Communication, Execution; Tertiary: Alignment"
scott-gusso,999 - Revitalize - Tools - Q20 Employee Input Survey - New Questionnaire,"Q15:  How would you rate your overall mental performance (clarity, focus, energy, and presence)?",-,0.00,0.50,0.50,0.00,0.00,0.25,0.25,0.50,0.25,0.50,"Secondary: Fill Buckets, Be Intentional","Secondary: Communication, Execution; Tertiary: Alignment, Accountability, Leadership"
scott-gusso,999 - Revitalize - Tools - Q20 Employee Input Survey - New Questionnaire,"Q16:  How well do you feel you are performing in your life outside of work (relationships, responsibilities, well-being habits, follow-through)?",-,0.25,1.00,0.50,0.25,0.00,0.25,1.00,0.50,0.25,0.50,"Primary: Fill Buckets; Secondary: Be Intentional; Tertiary: Get Real, Foster Grit","Primary: Accountability; Secondary: Communication, Execution; Tertiary: Alignment, Leadership"
scott-gusso,999 - Revitalize - Tools - Q20 Employee Input Survey - New Questionnaire,"Q17:  How well do you feel you are performing in your work (quality, consistency, impact, and progress)?",-,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.50,Tertiary: Get Real,"Secondary: Execution; Tertiary: Communication, Leadership"
scott-gusso,999 - Revitalize - Tools - Q20 Employee Input Survey - New Questionnaire,"Q18:  How aware are you of the strengths, skills, and talents you bring to your work and relationships?",-,0.25,1.00,0.00,0.25,0.50,0.25,0.50,0.50,0.25,0.50,"Primary: Fill Buckets; Secondary: Drive Growth; Tertiary: Get Real, Foster Grit","Secondary: Accountability, Communication, Execution; Tertiary: Alignment, Leadership"
scott-gusso,999 - Revitalize - Tools - Q20 Employee Input Survey - New Questionnaire,Q19:  How aware are you of how your behavior and communication impact others?,-,0.25,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.25,0.50,Tertiary: Get Real,Primary: Communication; Secondary: Execution; Tertiary: Leadership
scott-gusso,999 - Revitalize - Tools - Q20 Employee Input Survey - New Questionnaire,Q20:  How open are you to receiving feedback and making adjustments to improve your performance or relationships?,-,0.50,1.00,0.00,0.25,0.50,0.25,0.50,1.00,0.25,0.50,"Primary: Fill Buckets; Secondary: Get Real, Drive Growth; Tertiary: Foster Grit","Primary: Communication; Secondary: Accountability, Execution; Tertiary: Alignment, Leadership"
scott-gusso,999 - Revitalize - Tools - Q25 Employee Input Survey - New Questionnaire,"Q1: How clear are you about what brings meaning, joy, and purpose to your life?",-,0.25,0.00,1.00,0.00,0.25,1.00,0.25,0.00,0.50,0.50,"Primary: Be Intentional; Tertiary: Get Real, Drive Growth","Primary: Alignment; Secondary: Leadership, Execution; Tertiary: Accountability"
scott-gusso,999 - Revitalize - Tools - Q25 Employee Input Survey - New Questionnaire,Q2:  How closely do your current work activities align with what brings you meaning and purpose?,-,0.25,0.00,1.00,0.00,0.25,1.00,0.25,0.00,0.50,0.50,"Primary: Be Intentional; Tertiary: Get Real, Drive Growth","Primary: Alignment; Secondary: Leadership, Execution; Tertiary: Accountability"
scott-gusso,999 - Revitalize - Tools - Q25 Employee Input Survey - New Questionnaire,"Q3: How much control or flexibility do you feel over how, when, and where you complete your work?",-,0.00,0.25,0.00,1.00,0.25,0.50,0.50,0.00,0.00,0.50,"Primary: Foster Grit; Tertiary: Fill Buckets, Drive Growth","Secondary: Alignment, Accountability, Execution"
scott-gusso,999 - Revitalize - Tools - Q25 Employee Input Survey - New Questionnaire,Q4:  How well are you maintaining harmony between your work responsibilities and personal life?,-,0.25,0.00,0.00,0.00,0.00,0.00,1.00,0.25,0.25,0.50,Tertiary: Get Real,"Primary: Accountability; Secondary: Execution; Tertiary: Communication, Leadership"
scott-gusso,999 - Revitalize - Tools - Q25 Employee Input Survey - New Questionnaire,"Q5:  How confident are you in managing your total screen time, digital distractions, and social media use?",-,0.25,1.00,0.50,0.25,0.00,0.50,0.50,0.50,0.25,1.00,"Primary: Fill Buckets; Secondary: Be Intentional; Tertiary: Get Real, Foster Grit","Primary: Execution; Secondary: Alignment, Accountability, Communication; Tertiary: Leadership"
scott-gusso,999 - Revitalize - Tools - Q25 Employee Input Survey - New Questionnaire,Q6:  How consistently are you able to stay mentally present and focused during important tasks or conversations?,-,0.00,0.00,0.50,0.00,0.00,0.00,0.25,1.00,0.25,0.50,Secondary: Be Intentional,"Primary: Communication; Secondary: Execution; Tertiary: Accountability, Leadership"
scott-gusso,999 - Revitalize - Tools - Q25 Employee Input Survey - New Questionnaire,Q7:  How strong are your social connections with the people you work with or collaborate with?,-,0.25,1.00,0.00,0.25,0.00,0.50,0.50,0.50,0.00,0.50,"Primary: Fill Buckets; Tertiary: Get Real, Foster Grit","Secondary: Alignment, Accountability, Communication, Execution"
scott-gusso,999 - Revitalize - Tools - Q25 Employee Input Survey - New Questionnaire,Q8: How strong is your personal sense of belonging within the professional communities you participate in?,-,0.25,0.00,0.00,0.00,0.00,0.50,0.00,0.25,0.25,0.50,Tertiary: Get Real,"Secondary: Alignment, Execution; Tertiary: Communication, Leadership"
scott-gusso,999 - Revitalize - Tools - Q25 Employee Input Survey - New Questionnaire,"Q9:  How effectively do you demonstrate respect, appreciation, and recognition toward the people you interact with professionally?",-,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.25,0.50,Tertiary: Get Real,"Secondary: Communication, Execution; Tertiary: Leadership"
scott-gusso,999 - Revitalize - Tools - Q25 Employee Input Survey - New Questionnaire,"Q10:  To what extent do you contribute positively to teamwork, collaboration, or shared goals in your work environment?",-,0.00,0.00,0.50,0.00,0.00,1.00,0.25,0.00,0.50,0.50,Secondary: Be Intentional,"Primary: Alignment; Secondary: Leadership, Execution; Tertiary: Accountability"
scott-gusso,999 - Revitalize - Tools - Q25 Employee Input Survey - New Questionnaire,Q11:  How confident are you in your ability to persevere through challenges and remain committed during tough times?,-,0.00,0.00,0.50,0.50,0.00,0.25,0.25,0.00,0.25,0.50,"Secondary: Be Intentional, Foster Grit","Secondary: Execution; Tertiary: Alignment, Accountability, Leadership"
scott-gusso,999 - Revitalize - Tools - Q25 Employee Input Survey - New Questionnaire,Q12:  How engaged and motivated do you feel in your day-to-day work?,-,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.50,Tertiary: Get Real,"Secondary: Execution; Tertiary: Communication, Leadership"
scott-gusso,999 - Revitalize - Tools - Q25 Employee Input Survey - New Questionnaire,"Q13: How effectively are you growing, developing, and learning new skills to support your personal and professional goals?",-,0.00,0.50,0.50,0.00,0.50,0.25,0.25,0.25,0.25,0.50,"Secondary: Fill Buckets, Be Intentional, Drive Growth","Secondary: Execution; Tertiary: Alignment, Accountability, Communication, Leadership"
scott-gusso,999 - Revitalize - Tools - Q25 Employee Input Survey - New Questionnaire,Q14:  What is your current level of mental load or stress across all areas of your life?,-,0.25,1.00,0.00,0.25,0.00,0.25,0.50,0.50,0.00,0.50,"Primary: Fill Buckets; Tertiary: Get Real, Foster Grit","Secondary: Accountability, Communication, Execution; Tertiary: Alignment"
scott-gusso,999 - Revitalize - Tools - Q25 Employee Input Survey - New Questionnaire,"Q15:  How would you rate your overall mental performance (clarity, focus, energy, and presence)?",-,0.00,0.50,0.50,0.00,0.00,0.25,0.25,0.50,0.25,0.50,"Secondary: Fill Buckets, Be Intentional","Secondary: Communication, Execution; Tertiary: Alignment, Accountability, Leadership"
scott-gusso,999 - Revitalize - Tools - Q25 Employee Input Survey - New Questionnaire,"Q16:  How well do you feel you are performing in your life outside of work (relationships, responsibilities, well-being habits, follow-through)?",-,0.25,1.00,0.50,0.25,0.00,0.25,1.00,0.50,0.25,0.50,"Primary: Fill Buckets; Secondary: Be Intentional; Tertiary: Get Real, Foster Grit","Primary: Accountability; Secondary: Communication, Execution; Tertiary: Alignment, Leadership"
scott-gusso,999 - Revitalize - Tools - Q25 Employee Input Survey - New Questionnaire,"Q17:  How well do you feel you are performing in your work (quality, consistency, impact, and progress)?",-,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.50,Tertiary: Get Real,"Secondary: Execution; Tertiary: Communication, Leadership"
scott-gusso,999 - Revitalize - Tools - Q25 Employee Input Survey - New Questionnaire,"Q18:  How aware are you of the strengths, skills, and talents you bring to your work and relationships?",-,0.25,1.00,0.00,0.25,0.50,0.25,0.50,0.50,0.25,0.50,"Primary: Fill Buckets; Secondary: Drive Growth; Tertiary: Get Real, Foster Grit","Secondary: Accountability, Communication, Execution; Tertiary: Alignment, Leadership"
scott-gusso,999 - Revitalize - Tools - Q25 Employee Input Survey - New Questionnaire,Q19:  How aware are you of how your behavior and communication impact others?,-,0.25,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.25,0.50,Tertiary: Get Real,Primary: Communication; Secondary: Execution; Tertiary: Leadership
scott-gusso,999 - Revitalize - Tools - Q25 Employee Input Survey - New Questionnaire,Q20:  How open are you to receiving feedback and making adjustments to improve your performance or relationships?,-,0.50,1.00,0.00,0.25,0.50,0.25,0.50,1.00,0.25,0.50,"Primary: Fill Buckets; Secondary: Get Real, Drive Growth; Tertiary: Foster Grit","Primary: Communication; Secondary: Accountability, Execution; Tertiary: Alignment, Leadership"
